name,ICAO,IATA,OtherCode,crownDependency,designated,british,label
LUKESFIELD,,,D112,False,True,True,LUKESFIELD (D112)
LYDD AIRPORT,EGMD,LYX,,False,True,True,LYDD AIRPORT (LYX / EGMD)
LYDE,,,X521,False,True,True,LYDE (X521)
LYDEWAY FIELD,,,A966,False,True,True,LYDEWAY FIELD (A966)
Magpie Hall,,,X723,False,True,True,Magpie Hall (X723)
MAIN HALL FARM,,,E353,False,True,True,MAIN HALL FARM (E353)
Mainey Wood,,,D055,False,True,True,Mainey Wood (D055)
MANCHESTER AIRPORT,EGCC,MAN,,False,True,True,MANCHESTER AIRPORT (MAN / EGCC)
Manor Farm,,,X713,False,True,True,Manor Farm (X713)
Manton Park,,,A930,False,True,True,Manton Park (A930)
MARRINERS FARM / BRAMDEAN,,,X564,False,True,True,MARRINERS FARM / BRAMDEAN (X564)
MARSH COURT MANOR,,,A331,False,True,True,MARSH COURT MANOR (A331)
Mead End House BOWER CHALKE,,,X650,False,True,True,Mead End House BOWER CHALKE (X650)
MID WALES AIRPORT,EGCW,,,False,True,True,MID WALES AIRPORT (EGCW)
MIDDLE WALLOP,EGVP,,,False,True,True,MIDDLE WALLOP (EGVP)
Millfield School,,,G118,False,True,True,Millfield School (G118)
Milton Hall,,,E308,False,True,True,Milton Hall (E308)
MOD LYNEHAM (DOMESTIC),EGDL,LYE,,False,False,True,MOD LYNEHAM (DOMESTIC) (LYE / EGDL)
MONA Aviation,,,X726,False,True,True,MONA Aviation (X726)
Montebello House,,,X217,False,True,True,Montebello House (X217)
MOULTON PADDOCKS GODOLPHIN,,,X563,False,True,True,MOULTON PADDOCKS GODOLPHIN (X563)
Nantclwyd Hall,,,W142,False,True,True,Nantclwyd Hall (W142)
NETHERAVON,EGDN,,,False,False,True,NETHERAVON (EGDN)
NETHERTHORPE / SHEFFIELD AERO AIRFIELD,EGNF,,,False,True,True,NETHERTHORPE / SHEFFIELD AERO AIRFIELD (EGNF)
NEWBURY RACECOURSE,,,T052,False,True,True,NEWBURY RACECOURSE (T052)
NEWCASTLE AIRPORT,EGNT,NCL,,False,True,True,NEWCASTLE AIRPORT (NCL / EGNT)
NEWHALL MAINS,,,X393,False,True,True,NEWHALL MAINS (X393)
NEWMARKET HEATH,EGSW,,,False,True,True,NEWMARKET HEATH (EGSW)
NEWPORT CITY AERODROME- Upfield Farm,,,W254,False,True,True,NEWPORT CITY AERODROME- Upfield Farm (W254)
NEWQUAY / ST MAWGAN,EGHQ,NQY,,False,True,True,NEWQUAY / ST MAWGAN (NQY / EGHQ)
NEWTON AB,EGXN,,,False,False,True,NEWTON AB (EGXN)
Ninescores Farm (Finningley Village),,,B039,False,True,True,Ninescores Farm (Finningley Village) (B039)
NORTH COATES,,,N029,False,True,True,NORTH COATES (N029)
NORTH DENES YARMOUTH HELIPORT,EGSD,,,False,False,True,NORTH DENES YARMOUTH HELIPORT (EGSD)
NORTH ELMHAM / NEW LANE FARM,,,E190,False,True,True,NORTH ELMHAM / NEW LANE FARM (E190)
NORTH MORETON AIRSTRIP MELHUISH FARM,,,T121,False,True,True,NORTH MORETON AIRSTRIP MELHUISH FARM (T121)
NORTH RONALDSAY AIRPORT,EGEN,NRL,,False,False,True,NORTH RONALDSAY AIRPORT (NRL / EGEN)
NORTH WEALD,EGSX,,,False,True,True,NORTH WEALD (EGSX)
NORTHAMPTON,EGBK,ORM,,False,True,True,NORTHAMPTON (ORM / EGBK)
NORTHREPPS AIRFIELD,,,E097,False,True,True,NORTHREPPS AIRFIELD (E097)
NORWICH INTERNATIONAL,EGSH,NWI,,False,True,True,NORWICH INTERNATIONAL (NWI / EGSH)
NOTTINGHAM,EGBN,NQT,,False,True,True,NOTTINGHAM (NQT / EGBN)
NUTFIELD PRIORY ( H),,,T120,False,True,True,NUTFIELD PRIORY ( H) (T120)
NUTHAMPSTEAD,,,T165,False,True,True,NUTHAMPSTEAD (T165)
OAK HILL,,,X123,False,True,True,OAK HILL (X123)
OAKSEY PARK,EGTW,,,False,True,True,OAKSEY PARK (EGTW)
Oakside Farm,,,G157,False,True,True,Oakside Farm (G157)
OBAN AIRPORT,EGEO,OBN,,False,True,True,OBAN AIRPORT (OBN / EGEO)
Old Alresford House,,,X669,False,True,True,Old Alresford House (X669)
OLD BUCKENHAM,EGSV,,,False,True,True,OLD BUCKENHAM (EGSV)
Old Manor Farm/Anwick,,,N104,False,True,True,Old Manor Farm/Anwick (N104)
OLD QUARRY FARM,,,D277,False,True,True,OLD QUARRY FARM (D277)
OLD SARUM,EGLS,,,False,True,True,OLD SARUM (EGLS)
OLD WARDEN AERODROME,EGTH,,,False,True,True,OLD WARDEN AERODROME (EGTH)
Omega Proteins (H),,,X152,False,True,True,Omega Proteins (H) (X152)
ORCHARD FARM,,,E258,False,True,True,ORCHARD FARM (E258)
OTHERTON AIRFIELD / STAFFORDSHIRE AERO CLUB,,,C170,False,True,True,OTHERTON AIRFIELD / STAFFORDSHIRE AERO CLUB (C170)
OVER FARM,,,W275,False,True,True,OVER FARM (W275)
OVERWAY HOUSE - NOWTON,,,E997,False,True,True,OVERWAY HOUSE - NOWTON (E997)
OXFORD / KIDLINGTON / LONDON OXFORD,EGTK,OXF,,False,True,True,OXFORD / KIDLINGTON / LONDON OXFORD (OXF / EGTK)
Palmers Farm (FORMALLY BOSHIPS),,,A147,False,True,True,Palmers Farm (FORMALLY BOSHIPS) (A147)
PAPA WESTRAY,EGEP,PPW,,False,False,True,PAPA WESTRAY (PPW / EGEP)
PARC LE BREOS HOUSE,,,X427,False,True,True,PARC LE BREOS HOUSE (X427)
PARSONS FARM,,,T517,False,True,True,PARSONS FARM (T517)
PAYNETTS FARM,,,D149,False,True,True,PAYNETTS FARM (D149)
PELDON / THE BARN,,,E060,False,True,True,PELDON / THE BARN (E060)
PEMBREY WEST WALES,EGFP,,,False,True,True,PEMBREY WEST WALES (EGFP)
PENT FARM AIRFIELD,,,D062,False,True,True,PENT FARM AIRFIELD (D062)
PENZANCE,EGHK,PZE,,False,False,True,PENZANCE (PZE / EGHK)
PERRANPORTH,EGTP,,,False,True,True,PERRANPORTH (EGTP)
PERTH,EGPT,PSL,,False,True,True,PERTH (PSL / EGPT)
PETERBOROUGH CONINGTON,EGSF,,,False,False,True,PETERBOROUGH CONINGTON (EGSF)
Pleshey Grange,,,X689,False,True,True,Pleshey Grange (X689)
POINTON,,,B249,False,True,True,POINTON (B249)
POLAR HELICOPTERS - Manston,,,X697,False,True,True,POLAR HELICOPTERS - Manston (X697)
POPHAM,EGHP,,,False,True,True,POPHAM (EGHP)
POPLAR FARM,,,C285,False,True,True,POPLAR FARM (C285)
PORTLEDGE ESTATE,,,G067,False,True,True,PORTLEDGE ESTATE (G067)
Potters Helipad,,,X671,False,True,True,Potters Helipad (X671)
PREDANNACK,EGDO,,,False,False,True,PREDANNACK (EGDO)
PRESTON FARM,,,X105,False,True,True,PRESTON FARM (X105)
PRESTWICK,EGPK,PIK,,False,True,True,PRESTWICK (PIK / EGPK)
PRIORY FARM / TIBENHAM,,,E139,False,True,True,PRIORY FARM / TIBENHAM (E139)
Radley Farm,,,T057,False,True,True,Radley Farm (T057)
RADWAY GRANGE,,,C339,False,True,True,RADWAY GRANGE (C339)
RAF ABINGDON (Domestic movements only),EGUD,,,False,False,True,RAF ABINGDON (Domestic movements only) (EGUD)
RAF BARKSTON HEATH,EGYE,,,False,True,True,RAF BARKSTON HEATH (EGYE)
RAF BENSON,EGUB,BEX,,False,True,True,RAF BENSON (BEX / EGUB)
RAF BINBROOK,EGXB,,,False,False,True,RAF BINBROOK (EGXB)
RAF Boulmer - DOMESTIC ONLY,EGQM,,,False,False,True,RAF Boulmer - DOMESTIC ONLY (EGQM)
RAF BRIZE NORTON,EGVN,BZZ,,False,True,True,RAF BRIZE NORTON (BZZ / EGVN)
RAF COLTISHALL (DOMESTIC ONLY),EGYC,CLF,,False,False,True,RAF COLTISHALL (DOMESTIC ONLY) (CLF / EGYC)
RAF COMMAND HIGH WYCOMBE (Domestic movements only),EGUH,,,False,False,True,RAF COMMAND HIGH WYCOMBE (Domestic movements only) (EGUH)
RAF CONINGSBY,EGXC,QCY,,False,True,True,RAF CONINGSBY (QCY / EGXC)
RAF COSFORD,EGWC,,,False,True,True,RAF COSFORD (EGWC)
RAF COTTESMORE (domestic only),EGXJ,,,False,False,True,RAF COTTESMORE (domestic only) (EGXJ)
RAF CRANWELL,EGYD,,,False,True,True,RAF CRANWELL (EGYD)
RAF DISHFORTH DOMESTIC ONLY***,EGXD,,,False,False,True,RAF DISHFORTH DOMESTIC ONLY*** (EGXD)
RAF FAIRFORD,EGVA,FFD,,False,True,True,RAF FAIRFORD (FFD / EGVA)
RAF HALTON,EGWN,,,False,True,True,RAF HALTON (EGWN)
RAF HENLOW,EGWE,,,False,False,True,RAF HENLOW (EGWE)
RAF HEREFORD,EGVH,,,False,False,True,RAF HEREFORD (EGVH)
RAF HONINGTON,EGXH,BEQ,,False,True,True,RAF HONINGTON (BEQ / EGXH)
RAF LAKENHEATH,EGUL,LKZ,,False,True,True,RAF LAKENHEATH (LKZ / EGUL)
RAF LEEMING,EGXE,,,False,True,True,RAF LEEMING (EGXE)
RAF LEUCHARS,EGQL,ADX,,False,True,True,RAF LEUCHARS (ADX / EGQL)
RAF LOSSIEMOUTH,EGQS,LMO,,False,True,True,RAF LOSSIEMOUTH (LMO / EGQS)
RAF MARHAM,EGYM,KNF,,False,True,True,RAF MARHAM (KNF / EGYM)
RAF MILDENHALL,EGUN,MHZ,,False,True,True,RAF MILDENHALL (MHZ / EGUN)
RAF MONA,EGOQ,,,False,True,True,RAF MONA (EGOQ)
RAF NORTHOLT,EGWU,NHT,,False,True,True,RAF NORTHOLT (NHT / EGWU)
RAF ODIHAM,EGVO,ODH,,False,True,True,RAF ODIHAM (ODH / EGVO)
RAF SHAWBURY,EGOS,,,False,True,True,RAF SHAWBURY (EGOS)
RAF SYERSTON,EGXY,,,False,False,True,RAF SYERSTON (EGXY)
RAF VALLEY ANGLESEY,EGOV,VLY,,False,True,True,RAF VALLEY ANGLESEY (VLY / EGOV)
RAF WADDINGTON,EGXW,WTN,,False,True,True,RAF WADDINGTON (WTN / EGXW)
RAF WATTON,EGYR,,,False,False,True,RAF WATTON (EGYR)
RAF WITTERING,EGXT,,,False,False,True,RAF WITTERING (EGXT)
RAF WOODVALE,EGOW,,,False,True,True,RAF WOODVALE (EGOW)
RAILWAY FARM AIRSTRIP,,,X586,False,True,True,RAILWAY FARM AIRSTRIP (X586)
Rangers Lodge,,,X440,False,True,True,Rangers Lodge (X440)
Ranston Hill Farm,,,A640,False,True,True,Ranston Hill Farm (A640)
RASSAU INDUSTRIAL ESTATE (H) Envirowales EBBW VALE,,,W286,False,True,True,RASSAU INDUSTRIAL ESTATE (H) Envirowales EBBW VALE (W286)
RAVENINGHAM / GROVE FARM,,,E110,False,True,True,RAVENINGHAM / GROVE FARM (E110)
RAYNE HALL FARM,,,E112,False,True,True,RAYNE HALL FARM (E112)
REDHILL,EGKR,KRH,,False,True,True,REDHILL (KRH / EGKR)
REDWOOD / WEST MEON,,,A244,False,True,True,REDWOOD / WEST MEON (A244)
RENDCOMBE,,,W197,False,True,True,RENDCOMBE (W197)
RHINEFIELD HOUSE HOTEL,,,A359,False,True,True,RHINEFIELD HOUSE HOTEL (A359)
Ringstead House / Buzzards Roost,,,X665,False,True,True,Ringstead House / Buzzards Roost (X665)
RMB CHIVENOR,EGDC,,,False,False,True,RMB CHIVENOR (EGDC)
RNAS CULDROSE,EGDR,,,False,True,True,RNAS CULDROSE (EGDR)
RNAS MERRYFIELD,EGDW,,,False,False,True,RNAS MERRYFIELD (EGDW)
RNAS PORTLAND ' HeliOperations,EGDP,,,False,True,True,RNAS PORTLAND ' HeliOperations (EGDP)
RNAS YEOVILTON,EGDY,YEO,,False,True,True,RNAS YEOVILTON (YEO / EGDY)
ROCHESTER,EGTO,RCS,,False,True,True,ROCHESTER (RCS / EGTO)
ROCK BARRACKS WOODBRIDGE,EGVG,,,False,False,True,ROCK BARRACKS WOODBRIDGE (EGVG)
RONALDSWAY / ISLE OF MAN,EGNS,IOM,,True,True,True,RONALDSWAY / ISLE OF MAN (IOM / EGNS)
ROOKERY HALL HOTEL,,,M109,False,True,True,ROOKERY HALL HOTEL (M109)
RUFFORTH EAST,,,B001,False,True,True,RUFFORTH EAST (B001)
Rufforth West,EGYJ,,,False,True,True,Rufforth West (EGYJ)
RUSHETT FARM,,,T062,False,True,True,RUSHETT FARM (T062)
RYELANDS HOUSE / AYHNO VILLAGE,,,C165,False,True,True,RYELANDS HOUSE / AYHNO VILLAGE (C165)
SAILING/STEBBING/ANDREWSFIELD - GREAT DUNMOW,EGSL,,,False,True,True,SAILING/STEBBING/ANDREWSFIELD - GREAT DUNMOW (EGSL)
SALISBURY RACE COURSE,,,A907,False,True,True,SALISBURY RACE COURSE (A907)
SANDAY AIRPORT,EGES,NDY,,False,False,True,SANDAY AIRPORT (NDY / EGES)
SANDOWN,EGHN,,,False,True,True,SANDOWN (EGHN)
SANDTOFT,EGCF,,,False,True,True,SANDTOFT (EGCF)
Sarsden House,,,X288,False,True,True,Sarsden House (X288)
SCHOOL FARM / WEST DEAN,,,A349,False,True,True,SCHOOL FARM / WEST DEAN (A349)
SCILLY ISLES,EGHE,ISC,,False,True,True,SCILLY ISLES (ISC / EGHE)
SEETHING Airfield,EGSJ,,,False,True,True,SEETHING Airfield (EGSJ)
SELHAM LODGE,,,X319,False,True,True,SELHAM LODGE (X319)
SHACKLEWELL FARM,,,N230,False,True,True,SHACKLEWELL FARM (N230)
Sheep Dip,,,G138,False,True,True,Sheep Dip (G138)
SHELSEY BEAUCHAMP / CALLOW FARM,,,C055,False,True,True,SHELSEY BEAUCHAMP / CALLOW FARM (C055)
SHERBURN IN ELMET,EGCJ,,,False,True,True,SHERBURN IN ELMET (EGCJ)
Shipley Airfield - Palacelands Farm,,,X523,False,True,True,Shipley Airfield - Palacelands Farm (X523)
SHOBDON,EGBS,,,False,True,True,SHOBDON (EGBS)
Shoreham Airport (Brighton City Airport),EGKA,ESH,,False,True,True,Shoreham Airport (Brighton City Airport) (ESH / EGKA)
SHROPSHIRE AERO CLUB SLEAP AIRPORT,EGCV,,,False,True,True,SHROPSHIRE AERO CLUB SLEAP AIRPORT (EGCV)
SIBSON AIRPORT,EGSP,,,False,True,True,SIBSON AIRPORT (EGSP)
SITTLES FARM / ALREWAS,,,C134,False,True,True,SITTLES FARM / ALREWAS (C134)
Skegness,EGNI,,,False,True,True,Skegness (EGNI)
Sky Fly Aviation / MOUNT OFFHAM,,,D292,False,True,True,Sky Fly Aviation / MOUNT OFFHAM (D292)
Skyports London Heliport,,,T014,False,True,True,Skyports London Heliport (T014)
SLINFOLD,,,A141,False,True,True,SLINFOLD (A141)
Soley House,,,X645,False,True,True,Soley House (X645)
SOLLEYS FARM,,,D101,False,True,True,SOLLEYS FARM (D101)
SOUTH LONGWOOD FARM,,,G047,False,True,True,SOUTH LONGWOOD FARM (G047)
SOUTHAMPTON GENERAL HOSPITAL,,,A350,False,True,True,SOUTHAMPTON GENERAL HOSPITAL (A350)
SOUTHAMPTON INTERNATIONAL / EASTLEIGH,EGHI,SOU,,False,True,True,SOUTHAMPTON INTERNATIONAL / EASTLEIGH (SOU / EGHI)
SOUTHEND,EGMC,SEN,,False,True,True,SOUTHEND (SEN / EGMC)
SOUTHERY / WHITE HOUSE FARM,,,E237,False,True,True,SOUTHERY / WHITE HOUSE FARM (E237)
SOUTHINGTON MILL HOUSE OVERTON,,,X582,False,True,True,SOUTHINGTON MILL HOUSE OVERTON (X582)
SOUTHSIDE LANDING SITE AT ENSTONE AERODROME,,,X706,False,True,True,SOUTHSIDE LANDING SITE AT ENSTONE AERODROME (X706)
SPANHOE,,,N194,False,True,True,SPANHOE (N194)
Spite Hall Farm,,,B152,False,True,True,Spite Hall Farm (B152)
Sports Direct,,,B281,False,True,True,Sports Direct (B281)
ST ATHAN,EGSY,,,False,True,True,ST ATHAN (EGSY)
Stanbrook Abbey Hotel,,,X668,False,True,True,Stanbrook Abbey Hotel (X668)
STAPLEFORD,EGSG,,,False,True,True,STAPLEFORD (EGSG)
STARVEAL,,,T281,False,True,True,STARVEAL (T281)
Stean Farm,,,X675,False,True,True,Stean Farm (X675)
Stocks Barn,,,G041,False,True,True,Stocks Barn (G041)
STOKE GOLDING,,,C290,False,True,True,STOKE GOLDING (C290)
STONE COTTAGE AIRFIELD,,,E983,False,True,True,STONE COTTAGE AIRFIELD (E983)
STONES FARM,,,E079,False,True,True,STONES FARM (E079)
STORNOWAY,EGPO,SYY,,False,True,True,STORNOWAY (SYY / EGPO)
STOWS FARM,,,E140,False,True,True,STOWS FARM (E140)
Strubby North,EGCG,,,False,True,True,Strubby North (EGCG)
STUBHAMPTON,,,A511,False,True,True,STUBHAMPTON (A511)
STUDDRIDGE FARM,,,X223,False,True,True,STUDDRIDGE FARM (X223)
STURGATE,EGCS,,,False,True,True,STURGATE (EGCS)
SUMBURGH AIRPORT,EGPB,LSI,,False,True,True,SUMBURGH AIRPORT (LSI / EGPB)
SUNNYSIDE FARM,,,X177,False,True,True,SUNNYSIDE FARM (X177)
SWALES MOOR FARM / PULE HILL FARM (H),,,X118,False,True,True,SWALES MOOR FARM / PULE HILL FARM (H) (X118)
Swallowfield House,,,X626,False,True,True,Swallowfield House (X626)
Swanborough Farm,,,A138,False,True,True,Swanborough Farm (A138)
Swansea Airport Stakeholders Alliance,EGFH,SWS,,False,True,True,Swansea Airport Stakeholders Alliance (SWS / EGFH)
TALGARTH,,,W097,False,True,True,TALGARTH (W097)
TATENHILL,EGBM,,,False,True,True,TATENHILL (EGBM)
TATTINGSTONE PLACE (H),,,E977,False,True,True,TATTINGSTONE PLACE (H) (E977)
The Barn,,,X718,False,True,True,The Barn (X718)
The Coach House Helipad,,,D278,False,True,True,The Coach House Helipad (D278)
THE GREAT BARN,,,X596,False,True,True,THE GREAT BARN (X596)
THE HORHAM FLYING GROUP,,,E062,False,True,True,THE HORHAM FLYING GROUP (E062)
THE RIDINGS - BOURNE AIRFIELD PE10 0AU,,,X100,False,True,True,THE RIDINGS - BOURNE AIRFIELD PE10 0AU (X100)
Thorington Airstrip,,,X654,False,True,True,Thorington Airstrip (X654)
THRUXTON,EGHO,,,False,True,True,THRUXTON (EGHO)
TIBENHAM GLIDING,,,E138,False,True,True,TIBENHAM GLIDING (E138)
Tiffenden Airfield,,,D286,False,True,True,Tiffenden Airfield (D286)
TILSTOCK,EGCT,,,False,False,True,TILSTOCK (EGCT)
Timber House / Hutton Village,,,X486,False,True,True,Timber House / Hutton Village (X486)
TIREE AIRPORT,EGPU,TRE,,False,True,True,TIREE AIRPORT (TRE / EGPU)
TOP FARM (CROYDON CAMBS),,,T149,False,True,True,TOP FARM (CROYDON CAMBS) (T149)
TRECORRAS / TREDUNNCOK FARM,,,W249,False,True,True,TRECORRAS / TREDUNNCOK FARM (W249)
TRESCO HELIPORT SCILLY,EGHT,,,False,True,True,TRESCO HELIPORT SCILLY (EGHT)
Truleigh Manor Farm,,,A139,False,True,True,Truleigh Manor Farm (A139)
TURNBERRY,,,S115,False,True,True,TURNBERRY (S115)
TURWESTON,EGBT,,,False,True,True,TURWESTON (EGBT)
TUTSHAM FARM,,,X331,False,True,True,TUTSHAM FARM (X331)
TWENTYWAYS FARM,,,A249,False,True,True,TWENTYWAYS FARM (A249)
Twycross Farm Strip (Bilstone Hill Farm),,,C110,False,True,True,Twycross Farm Strip (Bilstone Hill Farm) (C110)
UNST,EGPW,UNT,,False,False,True,UNST (UNT / EGPW)
UPDOWN HOUSE,,,D284,False,True,True,UPDOWN HOUSE (D284)
UPPER HEYFORD,EGUA,,,False,False,True,UPPER HEYFORD (EGUA)
VALE OF NEATH GLIDING ABERDARE,,,W076,False,True,True,VALE OF NEATH GLIDING ABERDARE (W076)
WADSWICK AIRFIELD / MANOR FARM,,,A945,False,True,True,WADSWICK AIRFIELD / MANOR FARM (A945)
WALNEY AERODROME CUMBRIA,EGNL,BWF,,False,True,True,WALNEY AERODROME CUMBRIA (BWF / EGNL)
Walton Wood Airfield,,,B109,False,True,True,Walton Wood Airfield (B109)
WARRENWOOD MANOR,,,X573,False,True,True,WARRENWOOD MANOR (X573)
WARTON,EGNO,WRT,,False,True,True,WARTON (WRT / EGNO)
Water Farm Helipad,,,D123,False,True,True,Water Farm Helipad (D123)
WATTISHAM FLYING STATION,EGUW,,,False,True,True,WATTISHAM FLYING STATION (EGUW)
WAYE FARM,,,X702,False,True,True,WAYE FARM (X702)
WELLESBOURNE,EGBW,,,False,True,True,WELLESBOURNE (EGBW)
WEST HORNDON / BARNARDS FARM,,,E336,False,True,True,WEST HORNDON / BARNARDS FARM (E336)
WEST WALES AIRPORT ABERPORTH,EGFA,,,False,True,True,WEST WALES AIRPORT ABERPORTH (EGFA)
WESTON SUPER MARE / THE HELICOPTER MUSEUM,EGFI,,,False,False,True,WESTON SUPER MARE / THE HELICOPTER MUSEUM (EGFI)
WESTONZOYLAND,,,A622,False,True,True,WESTONZOYLAND (A622)
WESTRAY,EGEW,WRY,,False,False,True,WESTRAY (WRY / EGEW)
WEYBOURNE,,,E153,False,True,True,WEYBOURNE (E153)
WHALSAY,EGEH,WHS,,False,False,True,WHALSAY (WHS / EGEH)
WHITE WALTHAM,EGLM,,,False,True,True,WHITE WALTHAM (EGLM)
WHITEHOUSE FARM / CHARD EQUESTRIAN / HISTORIC HELICOPTERS,,,X562,False,True,True,WHITEHOUSE FARM / CHARD EQUESTRIAN / HISTORIC HELICOPTERS (X562)
WICK,EGPC,WIC,,False,True,True,WICK (WIC / EGPC)
Wick Bridge Farm,,,X711,False,True,True,Wick Bridge Farm (X711)
WICKENBY AERODROME THE CONTROL TOWER LANGWORTH LINCOLN,EGNW,,,False,True,True,WICKENBY AERODROME THE CONTROL TOWER LANGWORTH LINCOLN (EGNW)
Wickhurst Manor,,,X181,False,True,True,Wickhurst Manor (X181)
Williamstrip Hall,,,X666,False,True,True,Williamstrip Hall (X666)
WILLINGALE,,,E155,False,True,True,WILLINGALE (E155)
WILLOW FARM SOHAM / EXNING AIRSTRIP,,,E374,False,True,True,WILLOW FARM SOHAM / EXNING AIRSTRIP (E374)
WISHANGER PLACE,,,T013,False,True,True,WISHANGER PLACE (T013)
WOMBLETON AIRFIELD,,,B114,False,True,True,WOMBLETON AIRFIELD (B114)
WOODS FARM SHIRLEY,,,C259,False,True,True,WOODS FARM SHIRLEY (C259)
Wyelands House,,,X511,False,True,True,Wyelands House (X511)
WYRE HALL,,,X714,False,True,True,WYRE HALL (X714)
Yeatsall Farm (Abbots Bromley),,,C001,False,True,True,Yeatsall Farm (Abbots Bromley) (C001)
YEOVIL,EGHG,,,False,True,True,YEOVIL (EGHG)
,,,,False,False,False,
Madang Airport,AYMD,MAG,,False,False,False,Madang Airport (Papua New Guinea) (AYMD / MAG)
Mount Hagen Kagamuga Airport,AYMH,HGU,,False,False,False,Mount Hagen Kagamuga Airport (Papua New Guinea) (AYMH / HGU)
Nadzab Airport,AYNZ,LAE,,False,False,False,Nadzab Airport (Papua New Guinea) (AYNZ / LAE)
Port Moresby Jacksons International Airport,AYPY,POM,,False,False,False,Port Moresby Jacksons International Airport (Papua New Guinea) (AYPY / POM)
Wewak International Airport,AYWK,WWK,,False,False,False,Wewak International Airport (Papua New Guinea) (AYWK / WWK)
Narsarsuaq Airport,BGBW,UAK,,False,False,False,Narsarsuaq Airport (Greenland) (BGBW / UAK)
Godthaab / Nuuk Airport,BGGH,GOH,,False,False,False,Godthaab / Nuuk Airport (Greenland) (BGGH / GOH)
Kangerlussuaq Airport,BGSF,SFJ,,False,False,False,Kangerlussuaq Airport (Greenland) (BGSF / SFJ)
Thule Air Base,BGTL,THU,,False,False,False,Thule Air Base (Greenland) (BGTL / THU)
Akureyri Airport,BIAR,AEY,,False,False,False,Akureyri Airport (Iceland) (BIAR / AEY)
Egilsstaðir Airport,BIEG,EGS,,False,False,False,Egilsstaðir Airport (Iceland) (BIEG / EGS)
Hornafjörður Airport,BIHN,HFN,,False,False,False,Hornafjörður Airport (Iceland) (BIHN / HFN)
Húsavík Airport,BIHU,HZK,,False,False,False,Húsavík Airport (Iceland) (BIHU / HZK)
Ísafjörður Airport,BIIS,IFJ,,False,False,False,Ísafjörður Airport (Iceland) (BIIS / IFJ)
Keflavik International Airport,BIKF,KEF,,False,False,False,Keflavik International Airport (Iceland) (BIKF / KEF)
Patreksfjörður Airport,BIPA,PFJ,,False,False,False,Patreksfjörður Airport (Iceland) (BIPA / PFJ)
Reykjavik Airport,BIRK,RKV,,False,False,False,Reykjavik Airport (Iceland) (BIRK / RKV)
Siglufjörður Airport,BISI,SIJ,,False,False,False,Siglufjörður Airport (Iceland) (BISI / SIJ)
Vestmannaeyjar Airport,BIVM,VEY,,False,False,False,Vestmannaeyjar Airport (Iceland) (BIVM / VEY)
Sault Ste Marie Airport,CYAM,YAM,,False,False,False,Sault Ste Marie Airport (Canada) (CYAM / YAM)
Winnipeg / St. Andrews Airport,CYAV,,,False,False,False,Winnipeg / St. Andrews Airport (Canada) (CYAV)
Halifax / CFB Shearwater Heliport,CYAW,,,False,False,False,Halifax / CFB Shearwater Heliport (Canada) (CYAW)
St. Anthony Airport,CYAY,YAY,,False,False,False,St. Anthony Airport (Canada) (CYAY / YAY)
Tofino / Long Beach Airport,CYAZ,YAZ,,False,False,False,Tofino / Long Beach Airport (Canada) (CYAZ / YAZ)
Kugaaruk Airport,CYBB,YBB,,False,False,False,Kugaaruk Airport (Canada) (CYBB / YBB)
Baie Comeau Airport,CYBC,YBC,,False,False,False,Baie Comeau Airport (Canada) (CYBC / YBC)
CFB Bagotville,CYBG,YBG,,False,False,False,CFB Bagotville (Canada) (CYBG / YBG)
Baker Lake Airport,CYBK,YBK,,False,False,False,Baker Lake Airport (Canada) (CYBK / YBK)
Campbell River Airport,CYBL,YBL,,False,False,False,Campbell River Airport (Canada) (CYBL / YBL)
Brandon Municipal Airport,CYBR,YBR,,False,False,False,Brandon Municipal Airport (Canada) (CYBR / YBR)
Cambridge Bay Airport,CYCB,YCB,,False,False,False,Cambridge Bay Airport (Canada) (CYCB / YCB)
Nanaimo Airport,CYCD,YCD,,False,False,False,Nanaimo Airport (Canada) (CYCD / YCD)
Castlegar/West Kootenay Regional Airport,CYCG,YCG,,False,False,False,Castlegar/West Kootenay Regional Airport (Canada) (CYCG / YCG)
Miramichi Airport,CYCH,YCH,,False,False,False,Miramichi Airport (Canada) (CYCH / YCH)
Charlo Airport,CYCL,YCL,,False,False,False,Charlo Airport (Canada) (CYCL / YCL)
Kugluktuk Airport,CYCO,YCO,,False,False,False,Kugluktuk Airport (Canada) (CYCO / YCO)
Coronation Airport,CYCT,YCT,,False,False,False,Coronation Airport (Canada) (CYCT / YCT)
Chilliwack Airport,CYCW,YCW,,False,False,False,Chilliwack Airport (Canada) (CYCW / YCW)
Chengdu Tianfu International Airport,ZUTF,TFU,,False,False,False,Chengdu Tianfu International Airport (TFU / ZUTF)
Clyde River Airport,CYCY,YCY,,False,False,False,Clyde River Airport (Canada) (CYCY / YCY)
Coral Harbour Airport,CYZS,YZS,,False,False,False,Coral Harbour Airport (Canada) (CYZS / YZS)
Dawson City Airport,CYDA,YDA,,False,False,False,Dawson City Airport (Canada) (CYDA / YDA)
Burwash Airport,CYDB,YDB,,False,False,False,Burwash Airport (Canada) (CYDB / YDB)
Princeton Airport,CYDC,,,False,False,False,Princeton Airport (Canada) (CYDC)
Deer Lake Airport,CYDF,YDF,,False,False,False,Deer Lake Airport (Canada) (CYDF / YDF)
